,username,created_at,truncated,description,following,followers,totaltweets,retweetcount,text,hashtags,user_mention,retweetScreenNames
235,kittyhundal,2022-09-20 09:57:37+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/FkamQq0ttE","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
236,kittyhundal,2022-09-20 09:57:17+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/ClIcBota4M","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
237,OncRN5,2022-09-20 09:50:58+00:00,False,"Christian Conservative Patriot. Oncology Research RN. Love liberty, truth and our Constitution.",582,447,23171,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
238,DeinhardtTimea,2022-09-20 09:43:55+00:00,False,"🎗️WITHOUT TRUSTWORTHY MEDIA
DEMOCRACY IS PURE ILLUSION🎗️

I take responsibility for everything. 
Maybe you should too.
This is where I do it

RT≠ ENDORSEMENT",797,1820,145660,1,"Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#TruckersForFreedom
#TheGreatResist
Is Trudeau refusing to accept the pandemic is over to abuse Public Health as a power &amp; profit grab? https://t.co/bc5DDy9LQd","[{'text': 'cdnpoli', 'indices': [98, 106]}, {'text': 'onpoli', 'indices': [107, 114]}, {'text': 'bcpoli', 'indices': [115, 122]}, {'text': 'qcpoli', 'indices': [123, 130]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
239,HPot8888,2022-09-20 09:42:41+00:00,False,Rebel,467,335,10355,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/mh6b9o99Vy","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
240,magicalcurtain,2022-09-20 09:42:03+00:00,False,,953,570,94114,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/mh6b9o99Vy","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
241,Cleometime333,2022-09-20 09:41:37+00:00,False,cheers,207,404,6519,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood
Thank you @JCCFCanada 💝🇨🇦 https://t.co/OvUrYNbAqy","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
242,kittyhundal,2022-09-20 09:41:35+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/mh6b9o99Vy","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
243,HPot8888,2022-09-20 09:38:59+00:00,False,Rebel,467,335,10355,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood
Thank you @JCCFCanada 💝🇨🇦 https://t.co/OvUrYNbAqy","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
244,kittyhundal,2022-09-20 09:38:23+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood
Thank you @JCCFCanada 💝🇨🇦 https://t.co/OvUrYNbAqy","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]","['INTERPOL_HQ', 'JCCFCanada']",
245,kittyhundal,2022-09-20 09:31:52+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#TruckersForFreedom
#TheGreatResist
Is Trudeau refusing to accept the pandemic is over to abuse Public Health as a power &amp; profit grab? https://t.co/bc5DDy9LQd","[{'text': 'cdnpoli', 'indices': [81, 89]}, {'text': 'onpoli', 'indices': [90, 97]}, {'text': 'bcpoli', 'indices': [98, 105]}, {'text': 'qcpoli', 'indices': [106, 113]}, {'text': 'saskpoli', 'indices': [115, 124]}, {'text': 'NoVaccineMandates', 'indices': [126, 144]}, {'text': 'TruckersForFreedom', 'indices': [145, 164]}, {'text': 'TheGreatResist', 'indices': [165, 180]}]",['INTERPOL_HQ'],
246,GATETA30,2022-09-20 09:22:55+00:00,False,"estaré ahí hasta que las estrellan no brillen,hasta que los cielos estallen,y las palabras no rimen......YO TAMBIEN SOY DEL EQUIPO POTATOBAD🌪️",133,1205,239587,6,#Denmark Halt The #vaccine #clotshot #booster #vaccineinjury #vacinesideeffects #vaccinedamage #vaccineadversereaction #DiedSuddenly #SADS https://t.co/6lL4SQCRsi,"[{'text': 'Denmark', 'indices': [14, 22]}, {'text': 'vaccine', 'indices': [32, 40]}, {'text': 'clotshot', 'indices': [41, 50]}, {'text': 'booster', 'indices': [51, 59]}, {'text': 'vaccineinjury', 'indices': [60, 74]}, {'text': 'vacinesideeffects', 'indices': [75, 93]}, {'text': 'vaccinedamage', 'indices': [94, 108]}, {'text': 'vaccineadversereaction', 'indices': [109, 132]}]",['tsubject'],tsubject
247,jdpepe2236,2022-09-20 09:16:48+00:00,False,"#Jesus is our Risen #Lord Expressions here are mine. Gracious #American for One Nation under God that fought to be Born, and Fights to Live Free. #ProLife",90,130,10744,0,An honest Congressman on TV’s best show.  #NoVaccineMandates https://t.co/FfTBgjZCRc,"[{'text': 'NoVaccineMandates', 'indices': [42, 60]}]",[],
248,natural_Imunity,2022-09-20 08:53:41+00:00,False,🇨🇦Proudly Canadian with a touch of SASS if you don't like it you can kiss my ASS🇨🇦,1742,970,5525,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
249,AndrewK61818677,2022-09-20 08:26:28+00:00,False,,460,305,13554,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
250,schmosef,2022-09-20 08:13:32+00:00,False,,1082,303,2016,39,PPC out at the World Wide Freedom Rally in Calgary Saturday Sept 17th. Great to see all our Freedom Fighting Friends. #PPC @MaximeBernier @peoplespca #NoVaccineMandates #freedom https://t.co/IIPrtwOlQa,[],['DwayneHolubPPC'],DwayneHolubPPC
251,ppcnews24,2022-09-20 08:11:56+00:00,False,Dedicated to PPC+FREEDOM content across Canada (UNOFFICIAL),1393,3045,1074,39,PPC out at the World Wide Freedom Rally in Calgary Saturday Sept 17th. Great to see all our Freedom Fighting Friends. #PPC @MaximeBernier @peoplespca #NoVaccineMandates #freedom https://t.co/IIPrtwOlQa,[],['DwayneHolubPPC'],DwayneHolubPPC
252,Roosaan88R,2022-09-20 08:09:47+00:00,False,"New&Old, True&False in Life.",162,86,2521,39,PPC out at the World Wide Freedom Rally in Calgary Saturday Sept 17th. Great to see all our Freedom Fighting Friends. #PPC @MaximeBernier @peoplespca #NoVaccineMandates #freedom https://t.co/IIPrtwOlQa,[],['DwayneHolubPPC'],DwayneHolubPPC
253,snwlooner,2022-09-20 07:22:46+00:00,False,Non-complier. Zero faith in public health.,378,96,11903,4,"Before having the Covid vaccine a year ago, I had been getting all A's in my annual physical check-ups, biking 40km 4 times a week, enjoying my work, study, travel and hobbies, and happily living with my beloved family and friends. #VaccineInjury #RealNotRare #VaccineSideEffects",[],['Fukuty11'],Fukuty11
254,lizduffy22,2022-09-20 07:19:55+00:00,False,Passionate about vaccine hesitancy. Also a bit of a music nerd and play the harp!I enjoy reading. If you love doughnuts we`ll get along. Opinions my own.,1922,683,1828,0,"intended. Research shows again and again that throwing facts at those  with extreme #antivaccine views actually makes them LESS likely to vaccinate. So my opinion is that it may help to introduce those who are #vaccinehesitant, or in the middle of the spectrum, into discussions,","[{'text': 'antivaccine', 'indices': [84, 96]}, {'text': 'vaccinehesitant', 'indices': [210, 226]}]",[],
255,kittyhundal,2022-09-20 06:31:38+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood
If you include RTs that numbers are even higher https://t.co/YDDO6YTf38","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'TruckersForFreedom', 'indices': [153, 172]}, {'text': 'TheGreatResist', 'indices': [173, 188]}, {'text': 'Nuremberg2', 'indices': [189, 200]}, {'text': 'NoFarmsNoFood', 'indices': [201, 215]}]",['INTERPOL_HQ'],
256,estusratus,2022-09-20 06:27:20+00:00,False,"I am a loud and proud CONSPIRACY THEORIST/FACTIST who never follows the rules! I want freedom, I use common sense, I hate narcissists, arrogance & liars! 👩‍👦",2682,1438,44436,11645,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!??

Anthony Fauci has to answer some questions!
#vaccine #vaccineinjury #vaccinedeaths https://t.co/v8MAqN5Qsx",[],['bambkb'],bambkb
257,kittyhundal,2022-09-20 06:26:29+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/07t9WDxX0D","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
258,williamaulicino,2022-09-20 06:26:19+00:00,False,"For equality ,fairness and compassion also care for the planet/climate. Vegan and a fan of JC .PR is the only way #Free Julian Assange, Socialist🌍🌎🌏",5003,4302,180277,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/vPAHbQmHRY","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
259,kittyhundal,2022-09-20 06:21:28+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/cuwZKtnASa","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
260,MisterC28321778,2022-09-20 06:21:09+00:00,False,"Believe nothing, no matter where you read it or who said it, not even if i have said it, unless it agrees with your own reason & common sense. 'Buddah'",765,523,6940,11645,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!??

Anthony Fauci has to answer some questions!
#vaccine #vaccineinjury #vaccinedeaths https://t.co/v8MAqN5Qsx",[],['bambkb'],bambkb
261,kittyhundal,2022-09-20 06:15:17+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/3JqWuIJZT2","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
262,kittyhundal,2022-09-20 06:13:56+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/tw1QBTuMqp","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
263,DebDannaBoyd,2022-09-20 06:13:49+00:00,False,"Wife, Mother, Small Business Owner",117,45,3255,6,#Denmark Halt The #vaccine #clotshot #booster #vaccineinjury #vacinesideeffects #vaccinedamage #vaccineadversereaction #DiedSuddenly #SADS https://t.co/6lL4SQCRsi,"[{'text': 'Denmark', 'indices': [14, 22]}, {'text': 'vaccine', 'indices': [32, 40]}, {'text': 'clotshot', 'indices': [41, 50]}, {'text': 'booster', 'indices': [51, 59]}, {'text': 'vaccineinjury', 'indices': [60, 74]}, {'text': 'vacinesideeffects', 'indices': [75, 93]}, {'text': 'vaccinedamage', 'indices': [94, 108]}, {'text': 'vaccineadversereaction', 'indices': [109, 132]}]",['tsubject'],tsubject
264,mikemazen3,2022-09-20 06:13:04+00:00,False,"Family, Sports, Investing, and Truth",501,327,10529,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
265,kittyhundal,2022-09-20 06:13:01+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/SgpujAThiW","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
266,DebDannaBoyd,2022-09-20 06:12:45+00:00,False,"Wife, Mother, Small Business Owner",117,45,3255,14,Del Bigtree From @HighWireTalk Dropping His Usual Truth Bombs About The #vaccine #clotshot #booster #vaccinedamage #vaccineinjured #vaccineinjury #VaccineDeaths #vaccineadversereaction #vaccineSideEffect #SADS #DiedUnexpectedly #diedsuddenly #WakeUp https://t.co/q0JMVEubE5,"[{'text': 'vaccine', 'indices': [86, 94]}, {'text': 'clotshot', 'indices': [95, 104]}, {'text': 'booster', 'indices': [105, 113]}, {'text': 'vaccinedamage', 'indices': [114, 128]}]","['tsubject', 'HighWireTalk']",tsubject
267,4XTraderAUD,2022-09-20 06:11:38+00:00,False,Forex Trader 🥋🥋🥋 🥋🥋🥋,160,89,1139,0,Warning #unvaccinated #NoVaccineMandates https://t.co/rYm5REjUQw,"[{'text': 'unvaccinated', 'indices': [8, 21]}, {'text': 'NoVaccineMandates', 'indices': [22, 40]}]",[],
268,williamaulicino,2022-09-20 06:11:03+00:00,False,"For equality ,fairness and compassion also care for the planet/climate. Vegan and a fan of JC .PR is the only way #Free Julian Assange, Socialist🌍🌎🌏",5003,4302,180277,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/9xW1M07D4n","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
269,bolli_ryan,2022-09-20 06:09:18+00:00,False,Human being in Alberta.  NEW ADDITION - Stay-at-home dad. Human rights advocate. My freedom protects you; your freedom protects me. -DK  -WEF should burn,472,439,9195,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
270,williamaulicino,2022-09-20 06:07:45+00:00,False,"For equality ,fairness and compassion also care for the planet/climate. Vegan and a fan of JC .PR is the only way #Free Julian Assange, Socialist🌍🌎🌏",5003,4302,180277,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/apcuhgaT1G","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
271,CalgaryCam,2022-09-20 06:04:41+00:00,False,"Husband, father of three, accountant, macroeconomic enthusiast, freedom first and always.  Pronouns: Mike / Hunt or Banana / Rock.",326,339,27727,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
